UserID,itemID,Rating
76561197994407780,300,1
PolygonCloud,300,5
Too_1337,300,3
180577,300,5
MRSALM0N,300,3
Bluegills,300,3
13lazer,300,1
76561197999613236,300,1
knuckleface,300,1
thebtb,300,4
notbudds,300,1
76561197989359805,300,1
76561198025636863,300,4
aquelecaraqfazaquilo,300,2
76561197970982479,240,2
js41637,240,1
Riot-Punch,240,2
doctr,240,1
MinxIsBetterThanPotatoes,240,1
NitemarePK,240,2
maplemage,240,3
corrupted_soul,240,5
jorellpogi,240,2
MeaTCompany,240,2
76561198089393905,240,1
thequeenpanda,240,3
death-hunter,240,4
MarbleShrine,240,1
Moomfina,240,2
PPanther,240,3
ABSOLUTLY_NOTHING,240,1
GoAwayZach,240,2
76561198054540475,240,1
OfficialShroomsy,240,1
kongtape,240,1
VVillis,240,1
12549,240,1
diego9031,240,2
jarrodtrim,240,5
76561198078738103,240,1
76561197977385164,240,3
76561198087586464,240,1
76561198086878953,240,2
UTNerd24,240,2
sandwiches1,240,1
76561198138053270,240,2
CaptianAutismo,240,2
maxgp,240,1
AppaTheSwagBison,240,1
76561198075895633,240,1
kube134,240,1
iamthekingofbrowntown,240,2
yookobz,240,2
76561198079045885,240,2
sad-commie,240,1
76561198030567998,240,2
therealmorty,240,4
itslonk,240,3
76561198088799241,240,1
76561198061730629,240,1
76561198056857968,240,1
sergarino,240,2
76561198094224872,240,2
Nozomikat,240,1
76561198072186059,240,1
xfluttersx,240,1
76561198056290589,240,2
StelerForYou,240,1
shinra420,240,3
Xx-Woods,240,3
kevinator23,240,2
mimimomoma,240,2
Bluezap1,240,1
jonasdbomb,240,1
Lord_Exploit,240,1
76561198079106676,240,1
Sanctus94,240,4
AVATAR715,240,2
Nfkted_CS,240,5
76561197994493402,240,3
76561198072706529,240,1
Magjiikal,240,1
ohnospaghet,240,3
2d4nk4m3,240,1
76561198074003102,240,2
BURNINGchicken3,240,1
76561198066835162,240,1
undietaker,240,2
EizanAratoFujimaki,240,1
POOTISSPENSOR,240,1
ZyhgarThestarweaver,240,2
2xDelorean,240,1
washington_,240,1
76561198088944293,240,2
76561198051258119,240,1
76561198065771371,240,1
Pyromanic,240,1
CobRazor,240,2
WitchHunter4542,240,2
76561198043458582,240,1
76561198062876401,240,1
76561198047630659,240,2
76561198069713121,240,1
1337lolroflmao,240,2
IAA_Recon_Dropbear,240,1
76561198060039459,240,2
OzfurAtlas,240,1
76561198061174192,240,2
ReMiXOfficalSteam,240,1
Wilfire77,240,1
76561198086476445,240,2
76561198085016240,240,2
76561198060808273,240,1
76561198003688205,240,1
Mastic,240,1
Scooterinooo,240,1
tarjla,240,2
deathnz1,240,4
SonicMCGamer,240,1
H1DD3NT3RR0R,240,3
76561198071214618,240,1
76561198115115631,240,1
Sammeh00,240,1
godlike_bot,240,1
76561198045754869,240,1
76561198076098774,240,1
76561197989175394,240,3
76561198055767971,240,1
adohya343,240,1
iamthetrashlord,240,1
76561198016685643,240,5
76561198079990063,240,1
Forty-Nine,240,1
L4M1NAS,240,1
76561198096766604,240,1
imsojipper,240,1
fullswag0to100realquick,240,2
mrpfresh,240,3
76561198058570014,240,2
76561198002820828,240,1
chidori_647,240,1
76561198092227136,240,2
76561198007584361,240,1
76561198155458511,240,1
Thatishayden,240,1
diabeticfuck,240,1
76561197962104795,240,3
76561198074257942,240,1
Aaron_ggf,240,1
DaDanMan,240,1
76561198074644990,240,2
3456457568,240,2
acorn13,240,2
adamcookie,240,1
AddzyTheBaddzy,240,1
76561197997824340,240,1
76561198076154360,240,1
matto1499,240,1
Advancebest,240,1
advenger95,240,1
76561198063624801,240,2
76561198029090446,240,5
76561197968819541,240,4
76561198015968275,240,3
UnholyFallenAngel,240,3
Ricardio556,240,2
WestyGaming,240,4
NaruseAiria,240,1
76561198046844795,240,3
76561198003056556,240,1
76561198056092813,240,1
76561198089024454,240,1
tninjat,240,1
76561198068935240,240,1
76561198036955150,240,3
76561198075935236,240,1
Jupeter117,240,1
76561198075258452,240,1
76561197996305896,240,1
76561198009001563,240,1
altas2011,240,1
76561198057869849,240,1
lol_ursuchanoob,240,2
rhysf,240,4
AMV72,240,1
76561198069170979,240,1
711armageddoncarmageddon,240,1
76561198034868596,240,1
Andraison,240,3
76561198050465176,240,1
76561198069560699,240,1
76561198084032274,240,2
-AnimeIsMyThing-,240,3
uradumbtit,240,1
IKillNoobsFirst,240,2
76561198034942509,240,2
76561198039441595,240,3
76561198036687918,240,2
Apollopepsi,240,1
benjamin27,240,2
r3ap3r78,240,3
Aquilares,240,1
dragonchief,240,2
76561198040530605,240,3
76561197974500703,240,1
76561198047185525,240,2
76561198067188826,240,1
ArcticTek,240,1
76561197974465310,240,1
76561198088538797,240,2
76561198089844789,240,1
deployablearchnagel,240,1
76561198088670023,240,1
armouredmarshmallow,240,1
76561198020928326,240,1
Array71,240,1
76561198042389215,240,1
ARTHERDUNGER10,240,1
Mackus1011,240,1
76561198041877981,240,5
darkmassieh,240,1
Edmund28,240,1
Astrelt,240,1
bobjimmy007,240,1
Swish0009,240,2
Aurora99,240,1
76561198053071988,240,2
76561198091054851,240,1
iDestrix,240,1
76561198082020576,240,2
76561198040602004,240,3
76561198064150679,240,3
azzydazzy,240,1
arewefaded,240,1
76561198086081043,240,1
hoarbiscuit,240,3
BAW_Killer,240,2
moriceplease,240,4
76561197970168558,240,5
BBBirb,240,1
76561198018950738,240,1
hamfritta,240,1
crispymemesmantheyremyfavourite,240,1
76561198074409406,240,1
76561198075444114,240,1
420Blz,240,1
76561198076548816,240,3
76561197994407780,240,1
76561198070735033,240,1
76561198018560501,240,2
76561198010642927,240,1
76561198047208452,240,1
generalale,240,1
brendoboy,240,2
76561198047304525,240,1
76561197994969639,240,3
minecraft123,240,4
76561197960694096,240,2
JuanManSnipez,240,1
76561198067021476,240,1
Too_1337,240,4
76561198069143001,240,1
limabeansaregross,240,1
76561198030636321,240,2
76561198007342405,240,1
76561198035363871,240,3
bioturdz,240,3
CHAAANG,240,2
76561198077586769,240,1
76561198043296029,240,1
bitmat,240,1
180577,240,5
BlackHeart,240,3
76561198053775195,240,1
76561198057521157,240,2
Bluegills,240,4
76561198066253111,240,1
rrbr,240,1
13lazer,240,2
76561197999613236,240,2
76561197989449545,240,2
bobseagull,240,2
76561198062403736,240,1
76561198073642113,240,2
boogs17,240,1
Booyahoo,240,2
knuckleface,240,2
76561198069093971,240,1
76561197977543317,240,1
boydo,240,1
saint556,240,1
xythesis,240,1
BreadCommanderz,240,1
76561198040467357,240,1
metiqu,240,1
restinspaghettineverforgetti,240,1
spike_heart,240,2
76561198087095625,240,1
Vladimirputinisgreatman,240,1
76561198088957798,240,2
76561197988846047,240,1
76561198065166613,240,1
thebtb,240,2
MoniqueTron,240,2
76561198105270589,240,2
76561198041518533,240,2
76561197989359805,240,1
76561197978008006,240,1
76561198074561346,240,1
76561198054155652,240,1
76561198020272265,240,1
76561198087011672,240,1
76561198105846578,240,3
76561198112547239,240,1
tongtel,240,1
C13GE,240,1
C14M8S,240,2
1122305938,240,1
Cabjoy,240,1
76561198059718900,240,2
76561198045679186,240,1
calii,240,1
76561198077034833,240,2
camquarter,240,1
aquelecaraqfazaquilo,240,1
Camothecomando,240,1
76561197970982479,3830,4
js41637,3830,3
Riot-Punch,3830,3
NitemarePK,3830,5
themanwich,3830,4
maplemage,3830,4
VVillis,3830,3
76561198028895010,3830,5
ohnospaghet,3830,5
BURNINGchicken3,3830,2
Mastic,3830,3
acorn13,3830,3
Advancebest,3830,3
advenger95,3830,4
76561198063941075,3830,4
76561198018840908,3830,5
76561198058301224,3830,2
uradumbtit,3830,2
76561198037038784,3830,5
76561197992148038,3830,5
76561198081028176,3830,5
arronlim13,3830,1
Mackus1011,3830,5
Astrelt,3830,5
76561198053071988,3830,2
Infixation,3830,3
76561198027081791,3830,2
bitmat,3830,4
76561198035782795,3830,4
Bluegills,3830,3
13lazer,3830,3
76561198007539695,3830,4
xythesis,3830,5
76561198040467357,3830,4
Brutaka3,3830,5
76561198059167106,3830,5
76561198036974255,3830,3
Cabjoy,3830,3
76561198044402508,3830,4
76561197970982479,2630,3
doctr,2630,1
itslonk,2630,3
ohnospaghet,2630,4
BURNINGchicken3,2630,2
76561198058706736,2630,4
mrpfresh,2630,4
LightfootSword7,2630,4
WestyGaming,2630,5
76561198007478325,2630,5
Bluegills,2630,2
rrbr,2630,4
76561197970982479,3900,3
js41637,3900,2
76561198041808338,3900,3
76561197970628046,3900,3
76561198007584361,3900,5
tbimperator,3900,1
76561197992148038,3900,4
Array71,3900,2
76561198027046431,3900,5
76561198081496844,3900,3
76561198094177304,3900,4
boydo,3900,5
76561198040467357,3900,3
thebtb,3900,1
1122305938,3900,3
76561197970982479,3920,1
Riot-Punch,3920,1
doctr,3920,4
BURNINGchicken3,3920,1
tbimperator,3920,4
Aaron_ggf,3920,2
76561198012909706,3920,5
76561198030943851,3920,5
76561198053071988,3920,4
scroopy22,3920,5
BAW_Killer,3920,3
H-Alo,3920,4
76561198027081791,3920,4
rrbr,3920,4
BugsyBro,3920,2
Cabjoy,3920,1
calypto52,3920,5
76561197970982479,6400,5
76561197970982479,6910,5
MarbleShrine,6910,5
UTNerd24,6910,2
xfluttersx,6910,1
ohnospaghet,6910,2
76561198062876401,6910,1
IAA_Recon_Dropbear,6910,1
76561198060808273,6910,3
mrpfresh,6910,3
chidori_647,6910,1
Aaron_ggf,6910,1
LightfootSword7,6910,1
acorn13,6910,2
advenger95,6910,4
Ricardio556,6910,3
WestyGaming,6910,4
rjh91,6910,3
76561198068935240,6910,1
AlkalineDeath,6910,2
AlphaBryn444,6910,1
lol_ursuchanoob,6910,1
AMV72,6910,4
76561198085956238,6910,5
711armageddoncarmageddon,6910,3
76561198058301224,6910,2
76561198069560699,6910,1
uradumbtit,6910,2
Mackus1011,6910,5
darkmassieh,6910,1
76561198019431054,6910,1
76561198083375450,6910,1
scroopy22,6910,1
hoarbiscuit,6910,2
76561198049617612,6910,1
76561198095142204,6910,1
76561198010642927,6910,1
Too_1337,6910,1
bitmat,6910,5
76561198007478325,6910,2
FHK,6910,1
13lazer,6910,2
76561198007539695,6910,5
saint556,6910,3
thebtb,6910,4
76561198044402508,6910,5
76561197970982479,7670,5
Riot-Punch,7670,4
doctr,7670,5
MinxIsBetterThanPotatoes,7670,1
themanwich,7670,5
cadmusthreepointoh,7670,4
76561198089393905,7670,1
MarbleShrine,7670,5
devvonst,7670,4
76561198058373434,7670,4
76561198054540475,7670,4
76561198100297613,7670,2
VVillis,7670,1
iamthekingofbrowntown,7670,1
Posiblydead,7670,5
76561198087407319,7670,2
19702316748,7670,3
sad-commie,7670,2
itslonk,7670,2
Nozomikat,7670,4
kevinator23,7670,3
ohnospaghet,7670,4
exiaez,7670,3
washington_,7670,2
talove112345,7670,3
PabloSanches,7670,4
76561198065593074,7670,4
76561198042730234,7670,2
Mastic,7670,3
76561198084698198,7670,2
76561198045754869,7670,3
nothingheretrustme,7670,4
76561198041808338,7670,3
76561198051017916,7670,3
chidori_647,7670,3
76561198074257942,7670,3
76561198037346576,7670,5
LightfootSword7,7670,3
Acidius99,7670,2
mradobe7,7670,4
zomboy151,7670,3
76561198090899557,7670,4
Agiegamma,7670,3
76561198003056556,7670,1
maxpaynepillkiller,7670,5
76561198018840908,7670,5
AlkalineDeath,7670,3
gsgg,7670,3
altas2011,7670,1
silentbroadcaster,7670,5
lol_ursuchanoob,7670,3
AMV72,7670,4
711armageddoncarmageddon,7670,4
76561198058301224,7670,3
76561198034868596,7670,2
76561198069560699,7670,2
uradumbtit,7670,2
76561197992148038,7670,5
ApexNZ,7670,3
76561198039441595,7670,4
dragonchief,7670,5
rotflmaoman,7670,4
76561198088670023,7670,3
76561198081028176,7670,5
Array71,7670,2
arronlim13,7670,4
ARTHERDUNGER10,7670,4
Mackus1011,7670,5
darkmassieh,7670,4
bobjimmy007,7670,4
omgihaveawebpage,7670,3
76561198083375450,7670,2
scroopy22,7670,2
76561198091054851,7670,3
hoarbiscuit,7670,2
crispymemesmantheyremyfavourite,7670,3
76561198074409406,7670,5
76561198043660058,7670,3
76561198047208452,7670,5
brendoboy,7670,4
Infixation,7670,2
76561198047304525,7670,4
76561198027081791,7670,4
limabeansaregross,7670,2
bitmat,7670,4
76561198028483487,7670,4
76561198081496844,7670,1
76561198039778856,7670,3
76561198007478325,7670,4
boogs17,7670,5
knuckleface,7670,2
probotsteve,7670,2
76561198007539695,7670,5
saint556,7670,5
Brayneeah,7670,2
xythesis,7670,5
brettebear,7670,5
spike_heart,7670,2
thebtb,7670,3
76561198041518533,7670,4
Jyep,7670,2
BurningCassette,7670,1
R62153,7670,5
76561198075981950,7670,2
76561198105846578,7670,2
Butterz,7670,5
Cabjoy,7670,5
76561198053685392,7670,2
Punixa,7670,4
camduman,7670,4
76561197970982479,220,4
js41637,220,4
evcentric,220,4
Riot-Punch,220,2
doctr,220,2
MinxIsBetterThanPotatoes,220,4
NitemarePK,220,3
themanwich,220,3
maplemage,220,4
corrupted_soul,220,4
76561198064823719,220,5
WeiEDKrSat,220,2
thequeenpanda,220,4
death-hunter,220,4
PPanther,220,4
ABSOLUTLY_NOTHING,220,4
Fr0stedLine,220,3
76561198058373434,220,3
KanadeTheNeko,220,5
GoAwayZach,220,5
76561198054540475,220,2
76561198061252210,220,4
76561198099905030,220,4
kongtape,220,4
76561198094630961,220,4
diego9031,220,4
76561198078738103,220,4
76561198086878953,220,5
firefreddy,220,2
UTNerd24,220,4
sandwiches1,220,3
CaptianAutismo,220,1
kube134,220,1
iamthekingofbrowntown,220,4
Posiblydead,220,4
sad-commie,220,1
76561198030567998,220,2
therealmorty,220,4
itslonk,220,4
76561198056857968,220,1
76561198081962345,220,4
xfluttersx,220,3
Hirukaz,220,4
Xx-Woods,220,4
kevinator23,220,5
Bluezap1,220,1
jonasdbomb,220,4
76561198079106676,220,3
Sanctus94,220,4
76561197990792016,220,2
AVATAR715,220,2
DieMadchenschanderin,220,2
GGargula,220,3
Myther43,220,2
Magjiikal,220,4
2d4nk4m3,220,4
exiaez,220,4
BURNINGchicken3,220,3
EizanAratoFujimaki,220,5
POOTISSPENSOR,220,3
ZyhgarThestarweaver,220,4
washington_,220,4
76561198088944293,220,3
Pyromanic,220,3
CobRazor,220,3
76561198062876401,220,3
PabloSanches,220,4
1337lolroflmao,220,2
76561198151645088,220,5
IAA_Recon_Dropbear,220,2
OzfurAtlas,220,4
76561198044169764,220,4
66666669999999,220,4
76561198061174192,220,3
Wilfire77,220,5
Scooterinooo,220,4
tarjla,220,3
deathnz1,220,3
readingthis4noobs,220,4
76561198084698198,220,5
redsncrimson,220,5
H1DD3NT3RR0R,220,3
76561198045754869,220,2
76561198048417105,220,4
76561197998052647,220,2
3xotic26,220,2
iamthetrashlord,220,4
76561198041808338,220,5
76561198016685643,220,4
76561197995322437,220,3
imsojipper,220,3
76561198096220900,220,2
76561198084542731,220,3
mrpfresh,220,4
GamerFag,220,5
76561197970628046,220,4
76561198013858002,220,3
76561198045133986,220,4
76561198002820828,220,2
chidori_647,220,2
76561198007584361,220,3
ulramite,220,1
76561197962104795,220,4
76561198054465623,220,4
LightfootSword7,220,4
express157,220,3
Acidius99,220,3
acorn13,220,2
adamcookie,220,3
mradobe7,220,2
matto1499,220,3
76561198090899557,220,5
advenger95,220,4
76561198029090446,220,5
Agiegamma,220,4
Ricardio556,220,3
SlutOnTheSpit,220,2
WestyGaming,220,4
NaruseAiria,220,2
76561198003056556,220,4
76561198063941075,220,3
76561198056092813,220,4
76561198034129825,220,4
76561198075935236,220,3
Jupeter117,220,1
gsgg,220,3
76561198057869849,220,1
AMV72,220,3
76561198085956238,220,3
76561198048401235,220,2
76561198026258913,220,4
76561198099625419,220,4
76561198084032274,220,4
uradumbtit,220,3
1234865654,220,4
76561197992148038,220,4
76561198039441595,220,4
Apollopepsi,220,4
benjamin27,220,3
Aquilares,220,2
76561198012909706,220,5
76561198040530605,220,3
76561197974500703,220,5
76561198067188826,220,2
sweep6060,220,4
76561198088538797,220,5
rotflmaoman,220,3
armouredmarshmallow,220,5
darrenfordfalcon,220,3
76561198020928326,220,4
Mackus1011,220,4
ARZARNAR,220,4
darkmassieh,220,4
assassin_warman,220,4
scroopy22,220,3
auzzie_96,220,1
76561198082020576,220,2
-Azsael-,220,4
hoarbiscuit,220,4
bohgeraltofrivia,220,5
BAW_Killer,220,1
76561197970168558,220,2
76561198018950738,220,4
hamfritta,220,4
76561198064579722,220,3
crispymemesmantheyremyfavourite,220,3
420Blz,220,4
76561198075039895,220,2
76561197994407780,220,3
SergeantBash111,220,4
76561198010642927,220,4
76561198047208452,220,1
generalale,220,2
76561198072652548,220,5
Infixation,220,1
brodo764,220,4
76561198047304525,220,4
76561197960694096,220,4
76561198027081791,220,4
Too_1337,220,4
76561198074755143,220,2
76561198050404009,220,5
76561198030636321,220,2
76561198035363871,220,4
bioturdz,220,3
CHAAANG,220,5
bitmat,220,4
76561198028483487,220,3
180577,220,4
BlackHeart,220,4
Blackhawk611,220,2
MRSALM0N,220,4
76561198044500343,220,4
76561198083368833,220,4
FHK,220,4
76561198030735076,220,3
Bluegills,220,5
13lazer,220,4
76561198070259755,220,3
76561197999613236,220,5
bobsterman,220,4
Bonesdontrattlethem,220,4
76561198062403736,220,4
76561198064747645,220,3
knuckleface,220,2
BrutalLegend69,220,4
76561198007539695,220,4
76561198064026657,220,3
76561198024450886,220,1
saint556,220,4
Brayneeah,220,4
xythesis,220,4
76561198040467357,220,4
brocky0405,220,3
Vladimirputinisgreatman,220,2
Brutaka3,220,5
76561198110065267,220,4
thebtb,220,2
76561198105270589,220,4
notbudds,220,4
76561198041518533,220,4
76561198025636863,220,4
BurningCassette,220,4
76561198105846578,220,1
76561198079326390,220,2
897w463824638109276,220,3
Butterz,220,2
C13GE,220,3
C14M8S,220,4
1122305938,220,5
Cabjoy,220,3
76561198053685392,220,1
76561198059718900,220,3
76561198044402508,220,4
calypto52,220,4
camduman,220,2
camquarter,220,3
aquelecaraqfazaquilo,220,4
Camothecomando,220,4
76561197970982479,340,4
js41637,340,3
evcentric,340,4
doctr,340,3
MinxIsBetterThanPotatoes,340,3
NitemarePK,340,4
maplemage,340,3
corrupted_soul,340,4
76561198064823719,340,5
death-hunter,340,4
Fr0stedLine,340,2
KanadeTheNeko,340,1
GoAwayZach,340,4
8Bit-Ninja,340,3
76561198099905030,340,3
diego9031,340,3
jarrodtrim,340,3
Rivtex,340,3
UTNerd24,340,3
kube134,340,4
iamthekingofbrowntown,340,3
Posiblydead,340,3
therealmorty,340,3
76561198081962345,340,1
Hirukaz,340,3
Xx-Woods,340,3
kevinator23,340,4
Bluezap1,340,1
jonasdbomb,340,4
AVATAR715,340,3
2d4nk4m3,340,3
exiaez,340,2
BURNINGchicken3,340,2
EizanAratoFujimaki,340,3
POOTISSPENSOR,340,3
ZyhgarThestarweaver,340,3
76561198088944293,340,3
CobRazor,340,4
76561198062876401,340,2
PabloSanches,340,3
76561198069713121,340,4
76561198151645088,340,2
76561198044169764,340,4
66666669999999,340,4
Wilfire77,340,4
Scooterinooo,340,1
76561198084698198,340,4
redsncrimson,340,2
3xotic26,340,3
iamthetrashlord,340,3
76561198041808338,340,3
76561198016685643,340,4
GamerFag,340,5
76561198002820828,340,3
ulramite,340,3
76561197962104795,340,3
76561197997824340,340,4
advenger95,340,3
76561198029090446,340,4
Agiegamma,340,3
Ricardio556,340,4
WestyGaming,340,4
76561198003056556,340,3
76561198056092813,340,3
76561198036955150,340,3
Jupeter117,340,3
gsgg,340,4
76561198009001563,340,3
AMV72,340,3
76561198034868596,340,3
76561198026258913,340,4
76561198084032274,340,3
1234865654,340,4
76561198039441595,340,3
Apollopepsi,340,3
Aquilares,340,2
76561198040530605,340,1
76561197974500703,340,3
sweep6060,340,2
76561198088538797,340,3
armouredmarshmallow,340,4
76561198020928326,340,3
arronlim13,340,5
darkmassieh,340,4
omgihaveawebpage,340,4
scroopy22,340,4
hoarbiscuit,340,4
bohgeraltofrivia,340,4
420Blz,340,3
76561198075039895,340,3
SergeantBash111,340,3
76561198010642927,340,5
76561197960694096,340,3
76561198027081791,340,3
76561198050404009,340,5
bioturdz,340,3
CHAAANG,340,1
bitmat,340,3
76561198028483487,340,3
76561198044500343,340,3
FHK,340,3
Bluegills,340,4
76561197999613236,340,4
Bonesdontrattlethem,340,2
knuckleface,340,3
76561198007539695,340,1
Brayneeah,340,3
76561198040467357,340,3
Brutaka3,340,4
76561198105270589,340,3
notbudds,340,3
76561198041518533,340,3
BurningCassette,340,1
897w463824638109276,340,4
C13GE,340,4
1122305938,340,4
76561198059718900,340,3
camquarter,340,4
76561197970982479,380,4
js41637,380,4
evcentric,380,4
doctr,380,5
MinxIsBetterThanPotatoes,380,4
maplemage,380,1
corrupted_soul,380,4
76561198064823719,380,5
thequeenpanda,380,4
death-hunter,380,5
Moomfina,380,2
PPanther,380,4
GoAwayZach,380,4
76561198086878953,380,4
Rivtex,380,5
UTNerd24,380,4
Posiblydead,380,3
sad-commie,380,3
76561198030567998,380,1
therealmorty,380,5
itslonk,380,4
76561198081962345,380,4
Hirukaz,380,3
Xx-Woods,380,4
kevinator23,380,4
jonasdbomb,380,4
Sanctus94,380,4
AVATAR715,380,2
Magjiikal,380,4
2d4nk4m3,380,3
exiaez,380,4
EizanAratoFujimaki,380,5
POOTISSPENSOR,380,4
ZyhgarThestarweaver,380,4
washington_,380,2
76561198088944293,380,1
CobRazor,380,4
PabloSanches,380,4
OzfurAtlas,380,3
76561198044169764,380,4
66666669999999,380,5
Wilfire77,380,4
76561198042730234,380,4
readingthis4noobs,380,5
redsncrimson,380,4
76561198045754869,380,1
iamthetrashlord,380,4
76561198041808338,380,5
mrpfresh,380,2
GamerFag,380,5
76561197970628046,380,3
76561198054465623,380,4
LightfootSword7,380,4
Acidius99,380,4
AddzyTheBaddzy,380,4
76561198090899557,380,4
76561198029090446,380,5
Agiegamma,380,4
Ricardio556,380,2
WestyGaming,380,5
76561198067713802,380,4
76561198056092813,380,4
76561198034129825,380,4
Jupeter117,380,3
76561198057869849,380,1
AMV72,380,3
76561198026258913,380,4
76561198099625419,380,4
76561198084032274,380,4
uradumbtit,380,3
1234865654,380,4
76561197992148038,380,1
76561198039441595,380,4
Apollopepsi,380,3
76561198088538797,380,5
armouredmarshmallow,380,5
arronlim13,380,4
Mackus1011,380,4
darkmassieh,380,4
omgihaveawebpage,380,3
scroopy22,380,2
hoarbiscuit,380,5
bohgeraltofrivia,380,5
420Blz,380,4
76561197994407780,380,5
SergeantBash111,380,3
76561198010642927,380,4
generalale,380,3
76561198072652548,380,4
brodo764,380,1
76561198047304525,380,2
76561197960694096,380,4
Too_1337,380,4
76561198074755143,380,1
CHAAANG,380,4
bitmat,380,4
BlackHeart,380,4
76561198044500343,380,4
76561198083368833,380,4
FHK,380,4
Bluegills,380,4
13lazer,380,4
76561197999613236,380,4
bobsterman,380,4
76561198062403736,380,1
BrutalLegend69,380,3
76561198007539695,380,4
saint556,380,4
76561198040467357,380,4
Brutaka3,380,5
76561198110065267,380,4
76561198105270589,380,4
notbudds,380,4
76561198041518533,380,4
76561198025636863,380,1
76561198074561346,380,5
Butterz,380,3
C13GE,380,1
76561198059718900,380,4
calypto52,380,4
Camothecomando,380,1
76561197970982479,400,3
js41637,400,3
evcentric,400,3
Riot-Punch,400,5
doctr,400,3
MinxIsBetterThanPotatoes,400,3
